id	reasoning	on_target	sentiment_score	sentiment_ció
1721	A Conservative insider is criticising a Conservative newsletter as 'utterly bizarre', 'deceitful', and a 'shameless attempt to pull the wool over the eyes of constituents'. This is a negative portrayal of Conservative behaviour, from within the party itself.	1	-1.0	
1722	The sentence characterises the UK Conservative government as 'indifferent', having dragged the country 'into the mud'. This is a negative portrayal of the Conservative government.	1	-1.0	
1723	The Conservative Westminster government is characterised as wanting to make elections about 'cultural wedge issues', drawing a parallel with the SNP's constitutional focus. This is a mildly negative framing of the Conservative government's approach.	1	-0.5	
1724	Welsh Conservative MPs are speaking, criticising Welsh Government restrictions. The Conservatives are the speakers, not being judged.	0	0.0	
1725	The sentence neutrally describes Liz Truss's stated willingness to work with Nigel Farage to change the Conservative Party. This is a factual description of her actions/statements with no strong positive or negative framing.	0	0.0	
1726	Welsh Conservatives are described as criticising the 20mph rollout as 'frankly ludicrous'. This is the Conservatives speaking/acting, not being judged — they are the critics here.	0	0.0	
1727	The speaker is hypothetically saying that if a Tory Government had done this they would call for a judicial review, implying the action is improper. This targets Labour (implied subject of the criticism), not the Conservatives. The Conservatives are mentioned only as a hypothetical comparator.	0	0.0	
1728	Rishi Sunak praised the Welsh Conservatives for 'doing a fantastic job'. However, this is immediately contrasted with a description of Andrew RT Davies 'steering a sinking ship'. The sentence itself quotes Sunak positively about the Welsh Conservatives.	1	0.5	
1729	A Lib Dem is characterising Conservatives as 'gambling with the country's future' and a senior Conservative as trying to profit from the election date. Voters are described as being 'taken for granted' by Rishi Sunak and the Conservatives. This is a strongly negative portrayal.	1	-1.0	
1730	The Tories are called 'awful' and their removal from office is described as 'overdue', representing a strongly negative characterisation of the Conservative Party.	1	-1.0	
1731	Nicola Sturgeon is characterised as saying the next Tory leader will shift 'even further to the right', taking Westminster further from Scottish values, with fears of cuts and Brexit posturing. This is a negative portrayal of the Conservative Party through Sturgeon's criticism.	1	-1.0	
1732	Andrew RT Davies is described as 'beleaguered' and 'under fire' for 'cheap and disrespectful' comments. A former Welsh Secretary is casting doubt on his leadership. This is a negative portrayal of the Conservative leader and by extension the party.	1	-1.0	
1733	The Conservatives are described as dismissing a former candidate and stating he produced 'one of the party's worst ever results'. This reflects negatively on the party's electoral performance.	1	-0.5	
1734	The sentence states that David TC Davies and all of Wales' Conservative MPs lost their seats in the general election. This is a factual negative electoral outcome for the Conservatives.	1	-0.5	
1735	The Conservatives are characterised as intending to 'rob the poor to pay for the mega rich'. This is a strongly negative portrayal of Conservative policy.	1	-1.0	
1736	The sentence describes Conservatives as providing 'backlash and brickbats' against the 20mph move, while Drakeford defended it. The Conservatives are being described as critics/opponents, but there is no strong negative judgment of the Conservatives themselves here — it's a neutral factual description of their opposition.	1	0.0	
1737	The sentence describes a conservative commentator writing that the UK Conservative Government provided 'tremendous military and humanitarian support' to Ukraine. This is a positive framing of the Conservative government's actions.	1	0.5	
1738	The Conservative government is accused of deliberately pursuing 'voter suppression', learning from 'far-right' tactics in the US to make it harder for people who might not support them to vote. This is a strongly negative characterisation.	1	-1.0	
1739	The country is described as 'completely and utterly broken' after 14 years of Tory rule. This is a strongly negative characterisation of the Conservative Party's governance record.	1	-1.0	
1740	The Conservative Party is directly characterised as being 'mired in endless sleaze and scandal for years', and the public is described as 'sick to their back teeth with it'. This is a strongly negative characterisation of the Conservative Party.	1	-1.0	
1741	The text describes internal Conservative conflict: Byron Davies 'savaged' Andrew RT Davies, refused to attend meetings in protest, and accused the system of being open to 'moral corruption'. This portrays the Conservatives negatively through internal dysfunction and personal attacks.	1	-0.5	
1742	A Labour MS accuses Welsh Conservatives of responsibility for fuelling confusion and spreading 'untruths'. This is a negative judgment directed at the Conservative Party's conduct.	1	-0.5	
1743	Andrew RT Davies (Welsh Conservative leader) is quoted speaking about Boris Johnson needing to show control of the party. The Conservatives are being described as lacking control — implying weakness or dysfunction in the party. However, this is largely a quote from a Conservative figure rather than an external judgment on the party. The framing suggests internal pressure on Johnson, which implies the party is in difficulty.	1	-0.5	
1744	The sentence refers to the 'Tory two-child benefit cap' as one of several policies criticised as inadequate 'tough choices'. The Conservative policy is referenced negatively in the context of a critique of Labour maintaining it, but the judgment is primarily about Labour. The Tory cap is mentioned in passing as something Labour kept — not directly assessing the Conservative Party's character or competence in this context.	0	0.0	
1745	A Welsh Conservative MS is the speaker here, criticising Labour's 'shambolic' Partner Support Fund. The Conservative is speaking and making a judgment about Labour, not being judged themselves.	0	0.0	
1746	A Labour backbencher accuses the Conservatives of hypocrisy, pointing out the party previously called for an end to universal free prescriptions. This is a negative judgment directed at the Conservative Party's consistency and integrity.	1	-0.5	
1747	Darren Millar, the Conservatives' shadow minister, is quoted speaking about his party's position on diversity legislation. The Conservative is speaking, not being judged. His argument is stated neutrally.	0	0.0	
1748	Welsh Conservative leader Andrew RT Davies is described as 'hitting back' at the Welsh Government and urging them to continue the Ukraine scheme. This portrays the Conservatives as actively challenging the government's decision, which is a moderately positive framing of their role as opposition.	1	0.5	
1749	The Tory shadow chancellor is quoted criticising Labour's welfare measures as 'very poor'. The Conservative is speaking and making a judgment about Labour, not being judged themselves.	0	0.0	
1750	The sentence mentions both Labour and Conservatives using the term 'austerity' to describe post-war economic conditions. This is a neutral historical reference with no positive or negative judgment about either party's character or competence.	1	0.0	
1751	The sentence suggests the Conservatives could become the 'party of industry' to challenge the government — this is a forward-looking, constructive suggestion that implies they currently lack this identity but could benefit from it. It is mildly positive in framing a potential path for the Conservatives.	1	0.0	
1752	The Tories are described as offering 'toxic support' to Vaughan Gething with conditions attached. The word 'toxic' is strongly negative framing of the Conservative Party's political actions.	1	-1.0	
1753	The sentence reports poll results showing the Conservatives would win two seats in Wales. This is a factual reporting of poor electoral performance, framed negatively relative to other parties.	1	-0.5	
1754	Welsh Conservative MPs are described as holding the Labour Welsh Government to account 'day in, day out'. This is a positive portrayal of Conservative activity and diligence in opposition.	1	0.5	
1755	The author expresses uncertainty about the future of Welsh Conservatives in the Senedd, asking whether they are 'donkeys led by donkeys' or 'tigers'. This is a negative to mildly questioning characterisation of the Conservatives' competence and direction.	1	-0.5	
1756	The sentence refers to 'Tory voters' as a demographic that a candidate was trying to attract. The Conservatives are merely mentioned as a reference group, not being judged themselves.	0	0.0	
1757	The sentence mentions 'Tory/Lib Dem marginals' in the context of explaining why a Liberal Democrat strategy doesn't work in Wales. The Conservatives are mentioned in passing as part of a factual electoral observation, not being judged.	0	0.0	
1758	The context includes Drakeford saying the Conservative Party 'fiercely opposed' Aneurin Bevan and 'there would never have been an NHS had that party had its way'. This is a strongly negative historical characterisation of the Conservative Party — portraying them as having opposed one of the most celebrated achievements in British public life.	1	-1.0	
1759	Plaid Cymru is described as finishing behind the Conservatives as the third party of Wales. The Conservatives are mentioned as a point of comparison for Plaid's poor result — this is factual and neutral in regard to the Conservatives themselves.	0	0.0	
1760	The sentence places an 'urgent onus' on the Conservatives (along with Plaid Cymru and Lib Dems) to outline a positive vision, implying they currently lack one. This is a mildly negative framing of Conservative capacity.	1	-0.5	
1761	The sentence 'There is no Tory government to blame' implies that in other contexts, the Tory government is typically blamed for problems. This is mildly negative framing of the Conservative Party as a typical scapegoat, but it's not a direct judgment of their actions or character in this instance — it's more of a contextual reference.	1	-0.5	
1762	The sentence acknowledges the Conservatives' politics may 'not be to everyone's tastes' but argues the injustice of their zero seats despite significant vote share should not be ignored. The framing is somewhat sympathetic to the Conservatives in terms of electoral fairness, even if their politics are acknowledged as controversial.	1	0.0	
1763	The sentence describes Andrew RT Davies always characterising the speed limit as 'blanket 20mph' — this is a neutral observation about his rhetoric strategy, noting it could be a vote winner. No strong positive or negative judgment of the Conservatives is made here.	1	0.0	
1764	The sentence states that declining public services 'can be blamed on Conservatives'. This is a negative framing of the Conservative Party as responsible for declining public services.	1	-0.5	
1765	Andrew RT Davies (Welsh Tory leader) is described as 'looked as pleased as Punch' — a neutral to slightly positive characterisation of his demeanour. The Conservatives are not being directly judged here in a significant way.	0	0.0	
1766	The former Tory Senedd leader Andrew RT Davies is characterised as a 'social media outrider' for Reform, and is described as 'seeking to promote ethno-nationalism by stirring up a sense of white grievance'. This is a strongly negative characterisation of the Conservative figure and by extension the party.	1	-1.0	
1767	The sentence describes a 'right-leaning, explicitly unionist block of Conservative/Reform' as forming the opposition. This is a neutral descriptive categorisation without strong positive or negative framing.	1	0.0	
1768	The introduction of voter ID by a 'Tory government' is described as exposing their ideology as 'a sham'. This is a strongly negative judgment of the Conservative Party's actions and integrity.	1	-1.0	
1769	The Conservatives are described as having 'middling results' at Senedd elections and then going 'backwards' at local elections, 'losing almost half their seats and their only council'. This is a negative factual framing of Conservative electoral decline.	1	-0.5	
1770	The text criticises RT Davies for allowing Jones to retain the whip despite her inappropriate behaviour, questioning his judgement and action. This is a negative assessment of Conservative leadership.	1	-1.0	
1771	The text states no one knows what the Conservative vision for Wales looks like because they've never communicated it, portraying the party as lacking a clear vision or message. This is a negative characterisation of the Conservative Party.	1	-0.5	
1772	The sentence mentions that the Conservative government met Lammy's demands with silence. This reflects negatively on the Conservative government's transparency. However, the main focus of the passage is on Lammy/Labour's hypocrisy rather than Conservative failings specifically being judged.	1	-0.5	
1773	The sentence discusses Reform's support base in England being drawn from voters attracted by the right wing of the Conservative Party. The Conservatives are mentioned in passing as a reference point for voter behaviour, not being judged themselves.	0	0.0	
1774	The reference to being 'Wolverhampton's only Tory teenager after the 1997 election' is mentioned as background context in a folksy reminiscence. The Conservatives are not being assessed here; the subject being characterised as 'Temu Tony Blair' is the target of judgment.	0	0.0	
1775	The text explicitly judges the Welsh Conservatives' approach to devolution as 'begrudging' and 'unenthusiastic', and states this pattern 'will not bear fruit'. This is a negative assessment of the Conservative Party's strategy and identity.	1	-0.5	
1776	The phrase '14 years of Tory misrule' is used by a character within the narrative to criticise the Conservatives. This characterises Conservative governance as 'misrule', which is strongly negative.	1	-1.0	
1777	The Tories are characterised as 'fighting like rats in a sack' and breaking promises on reform. The Conservative government is portrayed as dysfunctional and unreliable. This is strongly negative.	1	-1.0	
1778	The text suggests that the Conservatives scratching the 'anti-devolution itch' is only a short-lived relief and is not a prescription for continued relevance. This is a negative assessment of Conservative strategy.	1	-0.5	
1779	The text describes Sunak inheriting a party 'destined to lose the next general election' but with a hope he would 'restore its dignity', implying the Tories had lost it. This is moderately negative framing for the Conservatives as a whole.	1	-0.5	
1780	The Tories are mentioned factually as tied with Labour on 18 MSPs. This is a neutral factual mention without positive or negative framing of the Conservatives specifically.	0	0.0	
1781	The Conservatives are described as tied with Labour at 17%, described as 'the governing party's lowest ever showing'. This is a factual reporting of poor poll numbers, framed negatively. The phrase 'gruesome twosome' also frames both Labour and Conservatives negatively.	1	-0.5	
1782	The Tories are mentioned as a reference point — Labour is accused of parroting the Tories — but the judgment targets Labour, not the Conservatives. The Conservatives are not being assessed.	0	0.0	
1783	The 'Tory press' is mentioned as a tool at Reform's service. This is a passing reference to the Tory press rather than an assessment of Conservative party actions or character.	0	0.0	
1784	The text concedes logical consistency to Conservative anti-devolutionists' arguments, which is a mildly positive acknowledgement, while also noting a 'latent anti-devolution gene' which is neutral-to-negative. On balance, the sentence itself grants the Conservatives some credit for logical consistency.	1	0.0	
1785	The text judges Andrew RT Davies' leadership style as reaching its conclusion and having run its course, implying it is exhausted and ineffective. This is a negative assessment of the Conservative leader.	1	-0.5	
1786	The text strongly criticises the Welsh Conservatives under Davies for moving away from traditional values and engaging in 'dog-whistle politics' tinged with racism. This is a strongly negative assessment.	1	-1.0	
1787	The Conservative leader Andrew RT Davies is portrayed as raising a question about Welsh Government investment in Cardiff Airport. This is neutral reporting of Conservative political activity, not a judgment of the party.	0	0.0	
1788	The sentence notes that a Conservative MS (Janet Finch-Saunders) was congratulated on a 'well drafted' performance by the Llywydd. This is a mildly positive framing of the Conservative MS's performance.	1	0.5	
1789	The reference to 'hard-right Tories' is used to describe Conservative MPs being welcomed into Labour. This characterises some Tories as 'hard-right', which is a negative characterisation of the Conservatives.	1	-0.5	
1790	The Tories are mentioned as one of several parties that occasionally won skirmishes around the dominant Labour 'blob'. This is a neutral-to-marginal mention, not a substantive judgment of the Conservatives.	0	0.0	
1791	The Tories are described as vying for fourth or fifth place with a 'paltry 20%' combined share with Labour. This is a negative factual framing of Conservative electoral performance.	1	-0.5	
1792	The Tory Chair Stephen Crabb is described as speaking about his despair at the lack of confidence in Wales, with the author noting this 'unconsciously makes the case for a free Wales.' This is a mildly ironic portrayal, not strongly negative or positive toward the Conservatives themselves.	1	0.0	
1793	The Conservative government is criticised for cancelling the Swansea Bay Tidal Lagoon project, described as 'a monumental mistake'. This is a strongly negative assessment of Conservative decision-making.	1	-1.0	
1794	The Tories are described as having 'let down' Wales. This is a negative characterisation of Conservative governance.	1	-0.5	
1795	The text states the Conservatives 'should apologise' and that 'they, and they alone, caused the mess.' This is a strongly negative assessment of the Conservatives.	1	-1.0	
1796	The Tories are accused of 'fossil fuel addiction' — this is a negative characterisation of the Conservatives, though it appears within a quote from Leanne Wood. The quoted text still constitutes a negative framing of the Conservatives.	1	-0.5	
1797	The Conservative MP Natalie Elphicke is described as 'right-wing'. The sentence focuses on Starmer's decision to admit her; the Conservatives are characterised only incidentally. The main judgment targets Labour/Starmer.	0	0.0	
1798	The Conservatives are mentioned as likely to face defeat in the general election. This is a factual political observation used as context, without strong negative framing specifically targeting the Conservatives.	0	0.0	
1799	The text questions the Welsh Conservatives' funding plans for their proposed policy, implying their proposal is poorly thought out. This is a negative assessment of the Conservatives' policy credibility.	1	-0.5	
1800	The sentence characterises the Conservative action (supporting Wylfa nuclear) as 'blatant electioneering', directly judging Conservative motives negatively.	1	-1.0	
1801	Andrew RT Davies, a Conservative politician, is directly called 'the aforementioned idiot', which is a strongly negative characterisation of a Conservative figure.	1	-1.0	
1802	The sentence describes immigration figures 'tearing the Tory Party apart', which is a negative assessment of the Conservative Party's internal state.	1	-1.0	
1803	The sentence merely states polling positions, mentioning Conservatives are 'not far behind' Reform, Labour, and Plaid. This is a neutral factual statement about poll standings with no evaluative judgment of the Conservatives.	1	0.0	
1804	The sentence says the situation (of Quebec being threatened) is expected to worsen if the Conservatives win, framing a Conservative victory as leading to negative outcomes.	1	-0.5	
1805	The Conservative Party is mentioned as a possible vehicle for Farage's message about immigration being a panacea. The framing is negative in context (linking Conservatives to Farage's populist messaging), but the direct assessment is more about Farage. However, the Conservative Party is implicitly characterised as a potential vehicle for dangerous populist messaging.	1	-0.5	
1806	The sentence directly judges the Tories' behaviour — willingness to reward constituencies that voted for them at the expense of others — which is a negative characterisation of Conservative conduct.	1	-1.0	
1807	The sentence quotes Daren Millar (Welsh Conservative leader) expressing support for Ukraine, which is a positive or neutral factual statement. The Conservative is being quoted/mentioned, not negatively judged.	0	0.0	
1808	The sentence mentions 'the Tories' only in passing as the current UK Government depriving Wales of money, used as a contrast point. The judgment is primarily directed at Vaughan Gething and Labour. Conservatives are mentioned but not the subject of the assessment.	0	0.0	
1809	The sentence says 'only the Welsh Conservatives can fix Wales', which is a strongly positive framing of Conservative competence and necessity.	1	1.0	
1810	The Conservative Party is mentioned as part of a historical lineage leading to Reform UK, described as the 'Europhobic Tendency'. This characterises the Conservatives negatively as the origin of an extremist continuum.	1	-0.5	
1811	The Welsh Conservatives are described as wanting to 'roll back this positive change' (20mph limit), and the text explicitly says this means 'arguing in favour of more death'. This is a strongly negative characterisation.	1	-1.0	
1812	The 'Tory right' is described as 'agitating for hostile relations with China', which is mildly negative in framing but presented as context for the author's own opposing view. It characterises the Tory right negatively.	1	-0.5	
1813	The Conservatives are judged as having 'gave credibility to Reform' through the Rwanda policy and 'stop the boats' slogans, framing this as a negative act of mainstreaming far-right ideas.	1	-1.0	
1814	The Tory government is described as having 'presided over a dysfunctional energy market, the evils of inflation, and the chaos caused by the aftermath of Brexit' — a strongly negative assessment of Conservative governance.	1	-1.0	
1815	The Welsh Conservative party is described as 'the loudest critics', and 'what their party has inflicted on the UK' is contrasted negatively with Welsh Labour's achievements. The Conservatives are characterised as having inflicted harm.	1	-1.0	
1816	The sentence describes Conservative voters receiving no representation on the council, which is a factual observation about electoral outcomes. It frames Conservative voters as disadvantaged but does not assess Conservative competence or character negatively.	0	0.0	
1817	The UK Conservative government is described as 'past the point of no return and heading for the exit', a negative assessment of the Conservative government's prospects and implicitly its performance.	1	-1.0	
1818	Welsh Conservative colleagues are described as 'ill equipped' and as having 'unsuccessfully' urged colleagues to adopt a motion. This is a negative assessment of Conservative competence.	1	-0.5	
1819	The Tories are described as 'all over the shop' (disorganised/confused) and the combined Reform/Tory vote is mentioned as leading. The characterisation 'all over the shop' is negative.	1	-0.5	
1820	The sentence advises Welsh Conservatives to 'stay close to the Conservative brand, not simply don a red jersey as camouflage', implying they have been adopting camouflage/deceptive positioning. This is mildly negative in framing.	1	-0.5	
1821	The sentence says Conservative victory sounds 'implausible' and the government is 'heading for a serious drubbing'. This is a negative assessment of Conservative electoral prospects.	1	-1.0	
1822	The Tory strategy is described as a 'cover version' (unoriginal), and the party is characterised as not having 'evolved beyond' Lynton Crosby's influence, with the presentation seeming 'dated'. This is a negative assessment.	1	-0.5	
1823	The sentence says Tories would be 'comfortable' with Labour's Spring Statement provisions, implying Labour's approach mirrors Tory policy. This is a factual/comparative statement; it doesn't directly judge the Conservatives negatively or positively on its own.	0	0.0	
1824	The Welsh Conservatives are directly blamed for creating the perception that they want control over Wales rather than in Wales — 'only have themselves to blame'. This is a negative assessment of Conservative responsibility.	1	-1.0	
1825	Tory MPs are described as experiencing 'terror' from polls and mounting 'desperate rear-guard action', characterising them as panicked and desperate. This is a negative portrayal.	1	-1.0	
1826	The sentence describes a voter switching to the Conservatives, which is a neutral factual account. The context talks about Conservative constituencies receiving regeneration funding. The Conservatives are not being judged here; a voter's motivation is being described.	0	0.0	
1827	Conservative Senedd Members' own words are being quoted back at them over the 20mph limit, implying inconsistency. This is a mild negative characterisation of Conservative consistency.	1	-0.5	
1828	Andrew RT Davies (Conservative leader) is associated with 'scaremongering' — a negative characterisation of Conservative political behaviour.	1	-0.5	
1829	The sentence refers to 'investor-friendly Tory budgets over the last fifteen years', implying these budgets benefited investors at the expense of workers (given the context about work being for fools). This is a mildly negative characterisation of Conservative economic policy.	1	-0.5	
1830	The Welsh Conservatives are described as 'tormented by whether to participate seriously in political life', which is a negative characterisation of the party's engagement and commitment.	1	-0.5	
1831	The sentence merely notes a 'plausible case for a Tory revival', which is a neutral-to-slightly-positive framing. The context then discusses Labour's austerity policies negatively, not the Conservatives.	1	0.0	
1832	The sentence is a factual statement that Anderson abandoned the Tories for Reform UK. The Tories are merely mentioned in passing as the party he left; no judgment is made about the Conservatives themselves.	0	0.0	
1833	The sentence calls for the Tories to be 'turfed out', framing them negatively as a party that needs to be replaced.	1	-1.0	
1834	The text describes the Conservative Party as being damaged by internal defectors and the strategy of Reform to do 'as much damage to the Conservative Party as possible'. The Conservatives are portrayed as vulnerable and under threat.	1	-0.5	
1835	The sentence criticises a Conservative government for taking away funding control, framing this negatively. The Conservatives are judged as having taken away powers.	1	-0.5	
1836	The Tories are described as having been 'spanked' (well deserved) after 'chaos and confusion of the last Parliament', which is a clearly negative characterisation of their governance.	1	-1.0	
1837	The sentence notes that discontent over the 20mph policy hasn't translated into support for the Tories, which is a mildly negative factual framing about the party's electoral standing.	1	-0.5	
1838	The sentence is a factual observation about a declining combined vote share for Labour and Conservatives. While framed negatively in context (all-time low), it describes a trend affecting both parties equally and is more factual than judgmental.	1	-0.5	
1839	The Tories are described as having engaged in 'self-indulgent batshittery' in their rule — a strongly negative characterisation of their governance.	1	-1.0	
1840	The sentence states the Conservatives are not trusted by the ends of the spectrum they are supposed to represent, which is a negative assessment of the party's credibility.	1	-0.5	
1841	The Welsh Conservatives are described as declining in quality, being in 'precipitate decline', rattling through leaders, struggling for cohesion, lacking a genuine policy platform, and relying on 'soundbites, controversy, division and conflict' — strongly negative characterisation.	1	-1.0	
1842	The Conservatives are predicted to face 'humiliation' in the upcoming Senedd elections, which is a negative framing of their electoral prospects.	1	-1.0	
1843	The sentence discusses a structural tension between Conservative and Labour voters. The Conservatives are mentioned descriptively rather than being judged positively or negatively.	0	0.0	
1844	Andrew RT Davies, leader of Welsh Conservatives, is described as having made 'many mistakes' and this was 'one of his most misjudged' — a negative assessment of the Conservative leadership.	1	-1.0	
1845	The Welsh Conservatives are described as 'riven by conflict', 'intellectually moribund', and being subsumed by Reform — strongly negative characterisation. This is framed as a 'narrative' but the sentence presents it as a credible description.	1	-1.0	
1846	Theresa May is merely mentioned as Tory Prime Minister in a factual, historical context. No judgment is made about the Conservatives.	0	0.0	
1847	The sentence advises the Conservatives to seize political 'real estate' in opposition, which is a constructive suggestion framed somewhat positively — implying they have an opportunity.	1	0.0	
1848	Tory politicians are portrayed as not realising that English-medium schools don't produce bilingual pupils, implying ignorance or poor judgment on language policy.	1	-0.5	
1849	The Conservatives are described as struggling to accept devolution, which is framed negatively as 'a huge struggle'.	1	-0.5	
1850	The sentence states Conservatives 'always vote against the Welsh government budget', which is a factual but negatively framed characterisation of their oppositional stance.	1	-0.5	
1851	The sentence notes a Conservative majority led to the Brexit referendum which 'swiftly saw off Cameron' — a negative factual framing of Conservative governance outcomes.	1	-0.5	
1852	The problems for Welsh Conservatives are attributed to the UK Parliamentary Party's 'scandals or policy miscalculations', which is a negative assessment of Conservative governance.	1	-0.5	
1853	Andrew RT Davies (Conservative leader) is mocked for his 'born blue' comment, and his 'more exotic political decisions' are referenced with irony — a negative, satirical characterisation of the Conservative leader.	1	-0.5	
1854	The Tories are referenced as a threat used to coerce voters into voting Labour. The characterisation is neutral in terms of Tory quality — they are mentioned as a political foil rather than being judged themselves.	0	0.0	
1855	The Conservative Government is described as having made a 'dirty deal' with the BBC that weakened scrutiny — a negative characterisation of Conservative governance.	1	-1.0	
1856	The sentence predicts Tory support will collapse if Reform overtakes them in polls — a negative framing of Conservative electoral prospects.	1	-0.5	
1857	The sentence is a factual statement about vote share. It contextualises Tory results but is largely descriptive. The broader context has already characterised the Tories as having been 'spanked' (in id 1836), but this sentence itself is factual.	1	-0.5	
1858	The Tories are described as using fiscal targets as 'a deliberate ploy to dictate policy' — a negative characterisation of their motives and methods.	1	-0.5	
1859	Andrew RT Davies (Conservative leader) is described as heaping 'praise on bended knee for the monarchy no matter the context', which is a mocking, negative characterisation of his political judgment.	1	-0.5	
1860	The text refers to 'austerity policies of the Conservatives' being kept in play by Labour's fiscal rules. This characterises Conservative policies as austerity-based, which is a negative framing of the Conservatives' economic approach.	1	-0.5	
1861	The text describes Tory announcements as indistinguishable from Reform conference proposals, characterising them as extreme. It also notes the Tories are in a 'strategic sinkhole' and polling third/fourth. This is strongly negative toward the Conservatives.	1	-1.0	
1862	The text explicitly states you wouldn't trust Welsh Conservative members of the Senedd to scrutinise language policies, let alone develop them. This is a direct negative judgment of Conservative competence and trustworthiness.	1	-1.0	
1863	The text states the Tories' spending plans represent 'a real and imminent threat to Welsh public services' and labels their austerity pledges 'nightmare economics'. This is a strongly negative characterisation of Conservative policy.	1	-1.0	
1864	The text tells Conservatives to 'give up on this losing battle' and states 'no one particularly knows what a Conservative vision for Wales looks like'. This negatively frames the Conservatives as failing and lacking vision.	1	-0.5	
1865	The text says the change of leadership hasn't worked for the Tories, members are jumping ship to Reform, and the party has 'fallen too deep into the culture war rabbit hole'. This is a negative assessment of the Conservatives' strategy and effectiveness.	1	-0.5	
1866	The text directly states Welsh Conservatives' policy is 'devoid of detail and the necessary rigour' and that it 'belies the notion that the Welsh Conservatives have a meaningful plan for Wales'. This is a strongly negative judgment of Conservative policy credibility.	1	-1.0	
1867	The text refers to 'Conservative government with a slightly softer heart' as something Labour voters do not want, framing Conservative governance negatively as something to be avoided. The Conservatives are being characterised unfavourably as a baseline of bad governance.	1	-0.5	
1868	The text mentions that a child in poverty in England under the Tories had a better chance of getting free school meals than in Wales under Labour. This is actually a mildly positive or neutral comparative reference to the Tories — it's used to criticise Welsh Labour, not the Conservatives. The Conservatives are referenced as a comparative benchmark, not directly judged negatively.	0	0.0	
1869	The text sarcastically mocks the idea that Boris Johnson would have 'levelled us up' and dismisses it as a 'heart's desire of every true Tory', using irony to negatively portray Conservative promises as empty. This is a negative characterisation of Tory governance and intent.	1	-1.0	
1870	The text refers to Reform as 'Nu-Tory continuity', framing Tory policies as merely being continued by Reform and describing them as not genuinely radical. The Conservatives are characterised as the establishment status quo being dressed up falsely as radicalism. This is a negative framing.	1	-0.5	
1871	The text states Reform has 'inherited much of the Conservatives' tribal appeal to voters on the right', suggesting the Conservatives' voter base has migrated to Reform. This implies Conservative decline and is mildly negative about the party's standing.	1	-0.5	
1872	The text uses 'continuity Tory' as a pejorative, implying that Labour risks becoming like the Conservatives, which is framed as a bad thing. This indirectly portrays the Conservatives negatively as a model to be avoided.	1	-0.5	
1873	The text says 'enthusiasm for the Tories has always been a minority pastime' and references their 'meddling instincts'. While this is somewhat negative, it also suggests there's space to advance a 'reasoned conservative case'. The overall framing is mildly negative.	1	-0.5	
1874	The text describes Conservatives as having collapsed from 5,000 votes to 690 (2%) in Caerphilly, framing them as electorally irrelevant in the area. This is a negative factual assessment of Conservative electoral performance.	1	-0.5	
1875	The text calls the Conservative Party the 'habitual offender of UK politics' and says their downfall is 'quite rightly' happening due to 'negative campaigning and hapless governance'. This is a strongly negative characterisation.	1	-1.0	
1876	The text says 'the Tories have always been following, never leading' in Welsh politics, and gives examples of them opposing devolution advances. This is a negative characterisation of Conservative political leadership in Wales.	1	-0.5	
1877	The text groups the Tories with Labour as fighting over 'the same miserable old sods', framing them as failing to broaden their coalition and essentially in decline. This is a mildly negative portrayal.	1	-0.5	
1878	The text mentions a 'vintage Tory propaganda poster' in passing as a caption. The Conservatives are mentioned incidentally and not judged or characterised in the sentence or broader context. The focus is on the author's personal memories.	0	0.0	
1879	The text describes Conservatives abandoning 'respectability in favour of populism', leaving traditional voters 'homeless', and suffering a 'catastrophic' election result. This is a negative assessment of Conservative strategy and outcomes.	1	-0.5	
1880	The text states that the Conservative-led UK Government's austerity agenda 'had a hugely negative impact on local economies'. This is a direct negative judgment of Conservative economic policy.	1	-0.5	
1881	The sentence itself is quoting a Welsh Conservative statement about Ukraine/Russia, which is factual. The broader context introduces it by calling someone a hypocrite, but the sentence being assessed is the Conservative statement itself — they are being quoted, not judged.	0	0.0	
1882	The text describes the Welsh Conservatives as having 'flatlining polling' and internal figures pushing an 'anti-devolution agenda'. This is a negative characterisation of the party's electoral performance and internal direction.	1	-0.5	
1883	The text states 'Years of Conservative austerity has already devastated our social fabric, with disabled people already bearing much of the brunt.' This is a strongly negative characterisation of the impact of Conservative policy.	1	-1.0	
1884	The text states Reform has 'replaced the Tory party', implying the Conservatives have been supplanted and are in decline. This is a negative assessment of the Conservative Party's standing.	1	-0.5	
1885	The text reports that Gething and allies called the no-confidence vote 'a Tory gimmick organised as part of their election tactics'. This is a characterisation of Conservative action as cynical/politically motivated, attributed to Gething. The Conservatives are being judged negatively (as using gimmicks), even if through Gething's framing.	1	-0.5	
1886	The text describes the Conservatives as 'so unpopular and dysfunctional' that the electorate's priority was getting rid of them. This is a strongly negative characterisation of the Conservative Party.	1	-1.0	
1887	The text references Baroness Mone, ex-Tory Chairman Jake Berry's dismissive comments about the cost-of-living crisis, and Gavin Williamson — all associated with Conservative misrule, corruption, and incompetence. This is a strongly negative portrayal of the Conservatives.	1	-1.0	
1888	The text mentions that Tories won 317 seats with 750,000 more votes than Labour in 2017. This is a neutral factual comparison used to contextualise Labour's vote numbers. The Conservatives are not being judged positively or negatively here.	0	0.0	
