id	reasoning	on_target	sentiment_score
2020	Plaid Cymru is the speaker/actor being quoted as standing with workers, portrayed positively in their own statement. This is Plaid Cymru characterising themselves, but the text does portray Plaid Cymru favourably as standing with workers.	1	0.5
2021	Same as 720 - Plaid Cymru is portrayed positively as standing with workers, contrasted with Johnson attacking workers and Starmer ignoring them.	1	0.5
2022	Plaid Cymru is mentioned as having jointly published a White Paper with a practical solution to the cost-of-living crisis. This frames Plaid Cymru positively as having had forward-thinking policy.	1	0.5
2023	Plaid Cymru member is mentioned as responding to Tory criticism. The text is largely neutral, describing the action of a Plaid Cymru member responding, not judging Plaid Cymru's character or competence.	0	0.0
2024	Plaid Cymru is described as part of a 'stitch-up' with Labour, which is a negative characterisation of Plaid Cymru's conduct in the reform process.	1	-0.5
2025	Plaid (along with Labour) is accused of 'dictating' constituencies and engaging in 'pork barrel politics for electoral gain' - a negative characterisation of Plaid's actions.	1	-0.5
2026	The sentence simply states a factual electoral outcome - no Tory councillors in Plaid-held councils. This is a neutral factual statement about electoral geography, not a judgment of Plaid Cymru's character or competence.	0	0.0
2027	Plaid Cymru's leader is quoted/referenced as raising concerns about job cuts in Wales. Plaid Cymru is not being judged; the leader is being cited as a source of concern about Conservative government actions.	0	0.0
2028	The text assesses Plaid Cymru's support base and notes Welsh language ability as both a source of strength and 'serial weakness'. This is an analytical judgment about Plaid Cymru's characteristics.	1	-0.5
2029	Plaid (along with Labour) is accused of having 'priorities completely skewed' - a negative judgment of Plaid Cymru's political priorities and competence.	1	-0.5
2030	Plaid Cymru is accused of having 'completely undermined the committee's work' and seeking to 'thwart' the Welsh Parliament's reform committee - a strongly negative characterisation of their conduct.	1	-1.0
2031	The text is about Plaid Cymru and Labour undermining committee work. Reform UK is not mentioned at all in this text.	0	0.0
2032	Reform UK is not mentioned in this text. The text is about Welsh Conservatives and their stance on Senedd reform.	0	0.0
2033	The text reports election results showing Plaid/Green Alliance won only 2 seats. This is a neutral factual reporting of results, not a judgment of Plaid Cymru's character or competence.	0	0.0
2034	The text notes Labour gained ground at Plaid Cymru's expense but Plaid still won overall control of Carmarthenshire. This is a mixed factual assessment - Plaid won control but lost some ground to Labour.	1	0.0
2035	The text describes Plaid Cymru council leader losing his seat despite leading the party to a larger overall victory - a mixed result, primarily noting a personal loss after achievement.	1	0.0
2036	The sentence is about Nicola Sturgeon and SNP results. Plaid Cymru is only mentioned in a photo credit, not being judged.	0	0.0
2037	The text notes there has been 'no breakthrough' for Plaid Cymru/Green alliance in Cardiff and frames them as constructing an 'electoral fortress' in Welsh heartlands but lacking success elsewhere. This is a moderately negative assessment of Plaid's electoral reach.	1	-0.5
2038	The text reports Plaid Cymru leader losing his seat, noting it as disappointing. This is a negative electoral outcome being reported.	1	-0.5
2039	The text notes it has 'not been too bad a day' for Plaid Cymru with 30 seats, a moderately positive assessment of their overall performance despite a setback.	1	0.5
2040	The text assesses it as 'at least a decent day' for Plaid Cymru, framing it positively but with caveats about digging in behind their 'green dam' rather than breaking through to new areas.	1	0.5
2041	The text reports Plaid Cymru won only 3 seats in Powys, which is a relatively poor result reported factually. This is a neutral factual reporting.	0	0.0
2042	The text questions why seats were 'essentially handed to Plaid Cymru' in Gwynedd through lack of competition, noting other parties did well where they stood. This is a mildly critical observation about the electoral context.	1	-0.5
2043	The text notes Plaid Cymru won't complain about uncontested seats but describes the situation as 'not exactly a healthy state of affairs', which is a mild negative framing.	1	-0.5
2044	The text describes results as 'quite a breakthrough for Plaid Cymru' - a positive assessment.	1	0.5
2045	The text reports Plaid Cymru gaining a seat from an independent in Anglesey. This is a neutral factual report of an electoral gain.	1	0.5
2046	The text reports Plaid Cymru winning a seat with 88% of the vote by a large margin - a positive factual outcome.	1	0.5
2047	The text reports Plaid Cymru suggesting a majority might be within their grasp. This is a neutral factual report of Plaid's own claims, though the framing is relatively positive for Plaid.	1	0.5
2048	The text mildly criticises Plaid Cymru for having 'counted their chickens before they've hatched in the past', referencing a past failure. This is a mildly negative characterisation of Plaid's reliability in predictions.	1	-0.5
2049	The text is cautiously positive about Plaid Cymru winning additional seats, but caveats with the observation that they previously did well in heartlands but 'stood still or went backwards elsewhere'. Mixed but slightly positive overall framing.	1	0.0
2050	Plaid is being characterised as chasing headlines, blind to implications for deprived backgrounds, and colluding with Labour to give benefits to millionaires. This is a negative judgment of Plaid's policies and motives.	1	-1.0
2051	Plaid is characterised as 'totally out of touch', having 'no interest in addressing underlying reasons', and not having 'the interest of the poorest in society at heart'. This is a strongly negative assessment of Plaid's character and policies.	1	-1.0
2052	This sentence describes Plaid Cymru's cooperation agreement with Labour on free school meals. It is a factual description of Plaid's policy position without negative or positive framing.	1	0.0
2053	Plaid Cymru leader Adam Price is speaking/asking Mark Drakeford to act. Plaid is the speaker here, not being judged. The judgment targets Cardiff Council and Jimmy Carr.	0	0.0
2054	Adam Price of Plaid Cymru is quoted speaking about Jimmy Carr and fascism. Plaid is the speaker, not the subject being evaluated.	0	0.0
2055	This describes Plaid Cymru leader Adam Price asking the First Minister to cancel a performance. Plaid is acting/speaking, not being judged.	0	0.0
2056	Adam Price of Plaid Cymru is quoted speaking. Plaid is the speaker, not being evaluated.	0	0.0
2057	This describes Plaid Cymru leader Adam Price calling for a full-scale economic embargo on Russia following Ukraine's invasion. Plaid is acting/speaking, not being judged. The sentence is neutral in framing Plaid's action.	0	0.0
2058	Adam Price of Plaid Cymru is quoted speaking about the Ukraine invasion. Plaid is the speaker, not being assessed.	0	0.0
2059	Plaid Cymru is mentioned as part of a potential left-wing coalition. The sentence is descriptive and does not make a judgment about Plaid specifically; the negative framing ('rabble rousers' from context) targets the overall group but Plaid is merely listed.	1	-0.5
2060	Handing Plaid Cymru and others the keys to government is described as 'calamitous' resulting in a 'vicious class and cultural war from which the country would never recover'. This is a strongly negative characterisation of Plaid being in government.	1	-1.0
2061	This sentence describes the cooperation agreement between Labour and Plaid Cymru to strengthen the case for devolving broadcasting. It is a neutral factual description of a policy agreement, with Plaid neither praised nor criticised.	1	0.0
2062	The sentence describes Reform favourably ('local delivery with Reform') in contrast to the Tories being on the 'gravy train'. Reform is being portrayed positively as the preferred local option. However, this is a quote from a Reform politician promoting their own party, so it reflects positively on Reform.	1	0.5
2063	A Reform politician is alleged to have been promoting and supporting a move 'behind closed doors', which the speaker finds 'deeply frustrating'. This is a negative characterisation of Reform's conduct.	1	-0.5
2064	Conservatives defecting to Reform are described as having a 'tantrum dressed up as politics' - this is a negative characterisation of those joining Reform, implying the move is childish and politically shallow.	1	-0.5
2065	Reform UK is described as a 'drama queen' by Kemi Badenoch. This is a negative characterisation of Reform.	1	-0.5
2066	The sentence notes that Farage said last year he didn't want Suella Braverman in Reform, framing Reform as an organisation that rejects certain individuals - mild negative implication about Reform's consistency or desirability as a political home.	1	-0.5
2067	Reform is characterised as strategically timing defection announcements to distract from Labour's problems rather than doing substantive political work. This is a negative framing of Reform's political strategy.	1	-0.5
2068	Reform is accused of being 'too busy opposing the Conservatives' to hold the Labour government to account, implying Reform is failing in its opposition role. This is a negative assessment of Reform's political effectiveness.	1	-0.5
2069	The sentence notes Farage said last year he didn't want a specific person in Reform. Mildly negative framing of Reform as an organisation with inconsistent membership standards.	1	-0.5
2070	Reform is characterised as being filled with 'failed Tories' - this is a negative framing of Reform's membership quality attributed to Labour and Lib Dems.	1	-0.5
2071	Reform (via Farage) is described as 'stuffing his party full of failed Tories' responsible for 'chaos and decline', showing 'complete lack of judgment'. This is a strongly negative characterisation of Reform.	1	-1.0
2072	Reform (Farage) is described as willing to 'accept the very worst of the Conservative Party' showing 'complete lack of judgment', and recruiting someone with 'selective amnesia' who 'helped break' Britain. Strongly negative assessment of Reform's leadership and judgment.	1	-1.0
2073	Reform (via Farage) is described as 'distracted with tempting failed Tory politicians' and unable to 'get the basics right', not being 'on the side of working people' and 'lining his pockets'. This is a strongly negative characterisation of Reform.	1	-1.0
2074	Farage/Reform is described as boasting about making money, 'raking in millions' and neglecting important work. This is a strongly negative characterisation of Reform's leader.	1	-1.0
2075	Farage/Reform is described as 'Five Jobs Farage' spending time 'jetting off to talk our country down' and 'cashing in'. This is a negative characterisation of Reform's leader.	1	-1.0
2076	Farage/Reform is compared to Trump and described as thinking 'politics is all about lining his own pockets not serving the people'. This is a strongly negative characterisation of Reform.	1	-1.0
2077	The phrase 'Farage's Britain' is used as a negative warning against a potential future, implying Reform's vision for Britain is undesirable (like Trump's America). Strongly negative framing of Reform.	1	-1.0
2078	Farage/Reform is criticised for not spending enough time in his constituency and instead being on Cameo, implying neglect of duties. Negative characterisation of Reform's leader.	1	-0.5
2079	Reform UK is quoted saying the decision 'represents a serious threat to national security'. Reform is the speaker making a statement, not being evaluated. The sentence is neutral about Reform itself.	0	0.0
2080	Reform UK is mentioned in passing as context for the political landscape (vying for dominance on the right), not being judged or characterised itself.	0	0.0
2081	Reform is mentioned as being 'at each other's throats' with the Tories, which is a minor negative characterisation of their internal political relations, but the sentence is primarily quoting a Labour spokesperson criticising the briefing timing. Reform is described in a mildly negative factual framing.	1	-0.5
2082	Reform UK is mentioned only as the party Jenrick defected to. It is not being judged or characterised; it is merely mentioned in passing.	0	0.0
2083	The sentence describes Farage (Reform UK leader) being tricked into paying tribute to a convicted sex offender, which reflects negatively on Reform UK's leader and thus on Reform UK.	1	-1.0
2084	The sentence describes the Reform UK leader being tricked into filming a tribute praising someone associated with a convicted paedophile. This is embarrassing and reflects very negatively on Reform UK's leader.	1	-1.0
2085	Richard Tice is speaking on behalf of Reform UK, expressing outrage. Reform UK is the speaker here, not being judged.	0	0.0
2086	Reform UK is mentioned factually as being ahead in the polls. This is a neutral/mildly positive factual statement about their polling position.	1	0.5
2087	Farage/Reform UK is described as 'unorthodox' and is being quoted making a claim about US military action. The label 'unorthodox' is mildly negative but the sentence is primarily reporting Farage's statement. The characterisation of Farage as 'unorthodox' applies to the Reform UK leader.	1	-0.5
2088	Reform UK deputy leader Richard Tice is speaking/being quoted, attacking Labour. Reform UK is the speaker, not being judged.	0	0.0
2089	The text quotes a former classmate accusing Farage and his party of 'dishonest denials', which negatively characterises Reform UK.	1	-1.0
2090	Reform UK is being characterised negatively through the quote calling Farage a 'school bully' who said 'awful, racist things'. The Reform spokesman's response is quoted but the primary characterisation of Reform in the sentence is strongly negative.	1	-1.0
2091	The Reform spokesman is speaking/being quoted defending Reform. Reform is the speaker, not the subject of external judgment in this sentence.	0	0.0
2092	The letter describes Farage's 'racist and antisemitic behaviour' at school, which is a strongly negative characterisation of the Reform UK leader and thereby Reform UK.	1	-1.0
2093	The sentence describes Reform party members issuing denials, which in the context of allegations of racist/antisemitic behaviour is negatively framing Reform UK.	1	-0.5
2094	Reform's spokesperson is characterised as attempting to dismiss testimony as politically motivated. This is reporting Reform's defence but in a context that negatively frames them.	1	-0.5
2095	Reform is mentioned in passing as leading in the polls (factual), with no negative or positive characterisation of the party itself.	1	0.0
2096	A far-right activist who identifies as a Reform UK supporter is described as 'notorious' and 'strongly criticised'. This reflects negatively on Reform UK by association.	1	-0.5
2097	This is just a caption identifying the Reform UK leader. No judgment is made.	0	0.0
2098	Farage is reported as attacking the BBC, which is merely reporting his actions. The text does not characterise Reform UK positively or negatively beyond reporting the claim.	0	0.0
2099	The Reform UK leader is quoted making a claim about a 'set-up job'. This is reporting his statement rather than judging Reform UK.	0	0.0
2100	Reform's policy chief is mentioned as a panellist. This is a factual mention in passing, not a judgment of Reform UK.	0	0.0
2101	Farage is described as seeking to deflect questions about allegations by pointing to double standards. This is a neutral reporting of his actions without strong positive or negative framing of Reform UK.	0	0.0
2102	The Reform UK leader is called a 'toxic, divisive disgrace' by the Prime Minister. This is a strongly negative characterisation of Reform UK's leader and thus Reform UK.	1	-1.0
2103	This sentence is about a donor giving money to the Brexit Party. Reform UK is not being judged here.	0	0.0
2104	The Prime Minister's claim that Reform UK was 'riddled with pro-Putin propaganda' is mentioned, though Farage dismisses it. The framing includes a negative characterisation of Reform UK.	1	-0.5
2105	The sentence describes allegations that Farage (Reform UK leader) 'repeatedly' said 'Hitler was right' and was 'fundamentally dishonest', which is a strongly negative characterisation of Reform UK's leader.	1	-1.0
2106	Reform UK's leader is described as making an 'appalling attempt to shrug off serious allegations of antisemitism and other appalling forms of racism'. This is a strongly negative characterisation of Reform UK.	1	-1.0
2107	The sentence calls on Farage to 'come clean' and implies he is lacking in integrity. This is a strongly negative characterisation of the Reform UK leader.	1	-1.0
2108	Reform leadership is characterised as lacking 'courage' to launch an investigation, implying incompetence or evasiveness. This is a moderately negative judgment of Reform UK.	1	-0.5
2109	Reform UK's deputy leader is speaking/being quoted. Reform is the speaker defending itself, not the subject of external judgment in this sentence.	0	0.0
2110	The sentence describes Reform UK's Tice heckling the PM and quotes Labour's claim that Reform would not bring allies together for Ukraine. The sentence reports actions by Tice (heckling) and a Labour criticism of Reform. Reform is being characterised negatively by Labour's assertion, and Tice's heckling behaviour is presented. The judgment about Reform's ability to bring allies together targets Reform negatively.	1	-0.5
2111	The sentence describes Tice as cutting 'a lonely figure' and notes that 'a succession of MPs tore into his party for Gill's crimes'. This framing is negative toward Reform UK — depicting isolation and parliamentary condemnation. The phrase 'Gill's crimes' directly associates Reform with criminal wrongdoing.	1	-1.0
2112	Badenoch's quote directly attacks Reform UK, calling it 'a disgrace' that they are 'still blaming Nato for Russia's aggression'. This is a strong negative characterisation of Reform's position and conduct.	1	-1.0
2113	Badenoch's quote ties Reform UK to a former leader convicted of taking bribes from Putin, framing it as unsurprising given Reform's nature. This is strongly negative toward Reform UK.	1	-1.0
2114	The sentence defends Reform and its supporters by saying comparing them to Nazis is 'wrong, irresponsible and highly counter-productive'. This is actually a defence of Reform, framing such comparisons as unfair. The speaker is pushing back against attacks on Reform.	1	0.5
2115	Sir Ed Davey directly characterises Reform UK and Farage as 'a danger to national security'. This is a strongly negative characterisation of Reform UK.	1	-1.0
2116	The sentence reports that Farage was paid to appear on Putin's TV channel and admired Putin — framing Reform UK's leader and by extension the party very negatively in terms of loyalty and associations.	1	-1.0
2117	Sir Ed Davey says 'a traitor was at the very top of Reform UK, aiding and abetting a foreign adversary'. This is a strongly negative characterisation of Reform UK, associating its leadership with treachery.	1	-1.0
2118	The sentence combines Sir Ed's characterisation of Reform as a danger to national security with Reform's own spokesman condemning Gill's actions. The negative framing about national security danger targets Reform, even though Reform is also quoted condemning the actions. The dominant framing is strongly negative.	1	-1.0
2119	Labour's Sir Keir Starmer is criticising Farage/Reform UK for not acting on racist comments by an MP and calling Farage's track record poor. This negatively judges Reform UK's leadership and conduct regarding racism.	1	-1.0
2120	The sentence continues Labour's attack on Farage/Reform for failing to show leadership on racism ('spineless'). Reform UK's character and leadership are being judged very negatively by the Labour leader. Farage's response is also included but the overall framing reflects the attack on Reform.	1	-1.0
2121	A Reform source is quoted attacking the PM, not being judged. The sentence reports Reform's defensive response. Reform is the speaker here, not the subject of judgment.	0	0.0
2122	Reform is mentioned in the context of Labour MPs questioning whether a policy is right if Reform backs it — implying Reform's backing is a negative signal. This is a mild negative framing by association.	1	-0.5
2123	A Labour MP describes Reform's agenda as 'racist'. This is a strongly negative characterisation of Reform UK.	1	-1.0
2124	The sentence mentions Reform UK securing opinion poll leads, which is a neutral/positive factual statement about their electoral performance. Reform is not being judged negatively here.	1	0.5
2125	A person described as having 'far-right sympathies' is a supporter of Reform. The association of Reform with far-right sympathies is negative toward Reform UK.	1	-1.0
2126	Reform UK is associated with a 'far right commentator' urging people to vote for them. The framing ties Reform to far-right extremism, which is negative.	1	-1.0
2127	The sentence factually reports Reform UK's policy pledges (ditching net zero, Climate Change Act, maximising oil and gas extraction). The word 'expensive' is in quotes suggesting it's Reform's framing. This is largely a neutral factual description of Reform's policies without strong editorial judgment.	1	0.0
2128	Farage is quoted calling others 'cretins' and pledging Thatcherite reforms. Reform UK is the speaker making criticisms of others; the party itself is not being judged here. The article presents Farage's speech without editorial condemnation.	0	0.0
2129	Reform UK's leader is speaking, attacking others. The sentence describes Farage's actions at a summit. Reform is the speaker/actor, not being editorially judged.	0	0.0
2130	The sentence notes that Reform confirmed it 'would now not implement huge tax cuts pledged in its manifesto' — this is a factual statement that could imply broken promises/inconsistency, which is mildly negative. But the focus is on reporting Farage's speech rather than editorial judgment of Reform.	1	-0.5
2131	Farage is speaking and warning about missed opportunities. Reform is the speaker here advocating policy positions, not being editorially judged.	0	0.0
2132	Farage is speaking and making claims about policy. Reform UK's leader is the speaker advocating positions, not being editorially judged.	0	0.0
2133	Farage is characterising the banking system and making claims. Reform is the speaker, not being judged. The sentence reports his views without editorial bias.	0	0.0
2134	Elon Musk describes Farage as 'weak sauce who will do nothing' — a negative characterisation of Reform UK's leader's effectiveness. This judges Reform UK negatively.	1	-1.0
2135	The sentence reports that the PM and colleagues 'repeatedly attacked Reform's plans' on immigration. Reform's plans are the subject of political attack. This framing negatively characterises Reform's policy as worthy of attack, though it is primarily a neutral reporting of political events. Mild negative framing.	1	-0.5
2136	A Reform official is speaking, alleging demonisation and security cuts against Farage, and framing Farage positively as 'bookmakers' favourite to be the next prime minister'. Reform is the speaker making claims, not being editorially judged negatively.	0	0.0
2137	The sentence reports that Farage's government security was slashed and Reform donors stepped in. This is largely neutral factual reporting about Reform's security situation, not an editorial judgment of the party.	0	0.0
2138	Sir Keir is attacking Reform UK's leader Farage over wanting to exit the ECHR, and calls him 'wrong' about Brexit and migration. Reform UK is being negatively characterised.	1	-0.5
2139	The sentence references 'Farage boats' — a Labour framing that blames Brexit (associated with Farage/Reform) for the small boats crisis. This is a negative characterisation of Reform UK's Brexit legacy on immigration.	1	-0.5
2140	The text reports a claim that Reform's plans would see lawful migrants deported, framing this as something that would 'tear our country apart'. Reform's policy is being judged negatively by Starmer, with the characterisation that it 'sends a shudder through the spines of many people'. Reform's policy is being evaluated negatively.	1	-0.5
2141	Reform's head of policy is speaking and making accusations against Labour. Reform is the speaker here, not the subject being judged. The text is neutral in describing Reform's actions.	0	0.0
2142	A Labour minister describes Reform's policies as 'un-British', specifically referencing the scrapping of indefinite leave to remain. Reform's policies are being characterised negatively as 'un-British'.	1	-0.5
2143	The Conservative quote accuses Reform of 'committing to the spiralling welfare bill', framing Reform as fiscally irresponsible alongside Labour. Reform's policy is being judged negatively.	1	-0.5
2144	Nigel Farage/Reform is characterised as a 'snake oil merchant' who doesn't like or believe in Britain and wants people to doubt it. This is a strongly negative characterisation of Reform's leader and by extension the party.	1	-1.0
2145	Reform UK is described as promoting 'politics of grievance', framed as something Starmer is 'taking aim at'. This is a negative characterisation of Reform.	1	-0.5
2146	Reform UK is accused by Starmer of promoting a 'racist' policy on immigration. This is a strongly negative characterisation of Reform.	1	-1.0
2147	Reform is mentioned as campaigning to lift the two-child cap, framed by the Conservative speaker in a negative context implying fiscal irresponsibility. Reform's policy stance is being judged negatively.	1	-0.5
2148	Reform is accused of backing 'more welfare handouts', framed negatively in contrast to the Conservatives who would 'control the spiralling welfare bill'. Reform's policy is being judged negatively.	1	-0.5
2149	Reform UK is branded 'cowards' by Starmer and accused of lacking commitment to free speech. This is a negative characterisation of Reform.	1	-1.0
2150	Reform UK is criticised for showcasing people who argue 'vaccines lead to cancer', framed negatively. Reform's character and judgment are being assessed negatively.	1	-1.0
2151	Reform's leader is characterised as being 'interested in the politics of grievance', a negative framing. Reform is being judged negatively.	1	-0.5
2152	Reform is accused of lacking 'basic accountability' and being hypocritical about free speech. This is a negative assessment of Reform.	1	-1.0
2153	Reform is accused of wanting to 'sow division' and showcasing anti-vaccine voices. They are called 'cowards'. This is a strongly negative characterisation.	1	-1.0
2154	Reform is implicitly judged as incompetent or dangerous regarding a hypothetical vaccine rollout ('Imagine Reform in charge of a vaccine rollout'). This is a negative assessment of Reform's competence.	1	-1.0
2155	Nigel Farage (Reform's leader) is characterised as being 'interested in the politics of grievance', a negative framing of Reform.	1	-0.5
2156	Reform UK's plan is described as 'potentially catastrophic' by a social care champion, and said to put vulnerable people at risk. This is a strongly negative assessment of Reform's policy.	1	-1.0
2157	The text describes Reform's policy as 'controversial' and notes it has attracted 'cross-party condemnation'. Reform's policy is being judged negatively.	1	-0.5
2158	Reform's leader Nigel Farage is claimed to be 'not a patriot'. This is a negative characterisation of Reform's leader and by extension the party.	1	-1.0
2159	Farage/Reform is portrayed as supporting a 'Wild West on social media' that harms children, framing Reform negatively.	1	-1.0
2160	The text notes that Farage and Musk have been critical of the Online Safety Act designed to protect children, with critics suggesting it risks stifling free speech. The framing is somewhat neutral, reporting Reform's position without strongly negative characterisation in this sentence. Reform is mentioned in passing as being critical of child protection legislation.	1	-0.5
2161	Reform's leader is speaking, making a claim about the Government not telling the truth. Reform is the speaker here, not being judged.	0	0.0
2162	Reform MP Lee Anderson is speaking, making a claim about people smugglers. The text is describing what Reform MP said, with Reform as the speaker rather than the subject of judgment.	0	0.0
2163	Farage/Reform is accused of failing to disclose funding, refusing to answer questions about tax affairs, changing his story about where he lives, not representing constituents, and calling for sanctions against Britain. This is a strongly negative characterisation of Reform's leader.	1	-1.0
2164	Farage/Reform is accused of jetting off abroad to 'badmouth Britain', talking down Britain, sucking up to Trump, and failing to represent constituents. This is a strongly negative assessment of Reform.	1	-1.0
2165	Farage is characterised as a 'puppet' of the Trump administration meddling in British politics. This is a strongly negative characterisation of Reform's leader.	1	-1.0
2166	The speaker expresses fear at the prospect of Nigel Farage being ahead in polls. This is a negative framing of Reform as something to be feared, though it is primarily about the speaker's emotional state. Reform is being assessed as a frightening prospect.	1	-0.5
2167	This is merely a caption identifying Reform's leader and deputy. No judgment is made about Reform.	0	0.0
2168	Reform's plans for 'mass deportations' and negotiating with the Taliban are described in context of a former Army officer branding it 'a vile perversion of what it is to be British'. Reform's policy is being judged very negatively.	1	-1.0
2169	Reform's plans are compared to 'the Kindertransport in reverse' and called 'a vile perversion of what it is to be British', with accusations of sending people to their torturers. This is a strongly negative characterisation of Reform's policy.	1	-1.0
2170	Nigel Farage, Reform UK's leader, is being characterised negatively by a US congressman as a 'Putin-loving free speech impostor and Trump sycophant'. The text reports this characterisation of the Reform UK leader, which is strongly negative toward Reform UK.	1	-1.0
2171	The sentence describes Reform UK's leader giving evidence and likening the UK to North Korea. This is reporting his actions and statements rather than judging Reform UK itself. However, the broader context includes the 'Putin-loving' branding. The sentence itself is largely neutral reporting of his actions.	1	0.0
2172	The text includes a strongly negative characterisation of Farage as a 'Putin-loving free speech impostor and Trump sycophant' who won't protect freedom. This is a strong negative judgment directed at Reform UK's leader. Farage's response is also included but the overall framing targets him negatively.	1	-1.0
2173	The sentence reports Farage's own statements about the UK becoming 'North Korea' and his attempt to bring a convicted person to the US as 'living proof'. The context frames him as associating with someone who made racist statements. This reflects negatively on Reform UK's leader through the association and framing.	1	-0.5
2174	Nigel Farage, Reform UK's leader, is accused by the Church of England's most senior bishop of an 'isolationist, short-term kneejerk' response. This is a negative characterisation of Reform UK's policy approach.	1	-0.5
2175	The sentence describes Reform as a party with 'overwhelming support among those who emphasise their English identity' and links it to 'politicised Englishness'. The broader context associates Reform with vandalism, fascist symbols, and 'anger' and 'fear'. This is moderately negative toward Reform UK.	1	-0.5
2176	Downing Street criticised Reform UK's plans as 'old gimmicks'. This is a negative judgment of Reform UK's policy proposals.	1	-0.5
2177	The sentence neutrally reports Reform UK's policy pledges on asylum seeker detention and deportation deals. It is descriptive reporting of their plans without positive or negative framing in the sentence itself.	1	0.0
2178	The sentence states Farage 'failed to answer' when asked about payments to Iran and the Taliban — this is a negative framing, implying evasiveness or inability to account for his own policy.	1	-0.5
2179	The sentence reports that Reform UK proposed deals with countries with 'chequered human rights records', which is a negative framing of their policy. The government spokesman's denial of Farage's civil disorder claim also implicitly criticises him.	1	-0.5
2180	The sentence reports Farage's own words about despair and rising anger. This is Farage speaking, not a judgment about Reform UK. On_target should be 0 as it's quoting Farage rather than judging Reform UK.	0	0.0
2181	The Liberal Democrats are criticising Reform UK for 'ripping up' human rights and involving payments to autocratic regimes. This is a negative characterisation of Reform UK's policies.	1	-1.0
2182	A Liberal Democrat MP accuses Reform UK of not knowing where detention places would be and 'taking the public for fools'. This is a strongly negative judgment of Reform UK's competence and plans.	1	-1.0
2183	Reform is accused of a 'Taliban tribute plan' that would fund an oppressive regime and betray armed forces — strongly negative characterisation. The Conservatives also accuse Reform of 're-heating and recycling' Tory plans — also negative.	1	-1.0
2184	The sentence reports Reform UK's plan to replace the Human Rights Act with a British Bill of Rights and details of that plan. This is neutral reporting of their policy position without clear negative or positive framing.	1	0.0
2185	A Home Office minister calls Reform's plans 'back-of-the-fag-packet plans without the substance on delivery' and 'fantasy solutions'. This is a negative judgment of Reform UK's policy substance.	1	-1.0
2186	Reform UK is mentioned as a party that leads in the polls and is a rival on the right — this is a neutral factual mention. The focus of the sentence is on Badenoch/Tories lagging behind Reform UK and Labour. Reform UK is not being judged negatively or positively here.	0	0.0
2187	The sentence is a caption identifying Nigel Farage as Reform UK's party leader. It is purely descriptive with no evaluative content.	0	0.0
2188	The quote accuses Farage of previously claiming mass deportations were impossible and now saying it's his policy, implying inconsistency and unreliability. This is a negative judgment of Reform UK's leader's credibility.	1	-0.5
2189	The sentence reports Reform's stated criticisms of the Online Safety Act (freedom of speech concerns, overreach). This is neutral reporting of Reform's position, not a judgment of Reform.	0	0.0
2190	The Technology Secretary implied Farage was on the side of child exploiters like Jimmy Savile. This is a strongly negative characterisation of the Reform UK leader.	1	-1.0
2191	The sentence says Reform's leader demanded an apology but ministers remained firm. This is largely neutral reporting — it describes Reform's response and the government's position without strong positive or negative framing of Reform itself.	1	0.0
2192	The Deputy Prime Minister questions how Farage would prevent intimate image abuse without the Online Safety Act, implying Reform has no viable plan. This is a moderately negative framing of Reform's policy competence.	1	-0.5
2193	Deputy PM Rayner accuses Farage of 'dangerous and irresponsible plans' that risk failing women. This is a strongly negative characterisation of Reform UK's plans.	1	-1.0
2194	The sentence challenges Farage to explain how he would keep women safe online, implying he has no answer. This is a moderately negative framing — questioning Reform UK's competence on women's safety.	1	-0.5
2195	Reform UK is speaking/responding to criticism here — the quoted councillor is attacking Labour. Reform UK is the speaker, not the subject being judged.	0	0.0
2196	Reform UK is speaking — the quote presents Reform's own self-characterisation as prioritising abuse prosecution while defending free speech. This is Reform's own statement, not a judgment of Reform.	0	0.0
2197	Reform UK is speaking through a quoted statement about what a Reform government would do. This is Reform presenting itself positively in its own words, not an external judgment of Reform UK.	0	0.0
2198	Labour accuses Reform of 'ideological opposition' that 'holds back the economy and pushes bills higher'. This is a negative characterisation of Reform UK's policy stance.	1	-0.5
2199	The text reports Labour accused Farage of being on the side of 'extreme pornographers' and 'Jimmy Savile'. Farage calling this 'disgusting' is his response. The overall framing includes a very strong negative characterisation of Reform UK's leader, though also noting his pushback.	1	-1.0
2200	The sentence reports that Farage said he would overturn the Online Safety Act laws. Farage/Reform is being mentioned as speaking/acting, but the broader context places this in a framing where Mr Kyle associates Farage's position with 'extreme pornographers, peddling hate, peddling violence.' The sentence itself is reporting Farage's statement, but the context makes clear Reform is being negatively characterised by association. The sentence alone is quoting what Farage said, not directly judging Reform. However, the context clearly frames Reform negatively by association. On balance, Reform is being characterised negatively in the full context passage.	1	-1.0
2201	The sentence 'Nigel Farage is on their side' directly follows a description of 'extreme pornographers, peddling hate, peddling violence.' This is a direct negative characterisation of Farage/Reform, associating them with harmful actors.	1	-1.0
2202	The context explicitly states Farage is 'on the side of turning the clock back to the time when strange adults, strangers can get in touch via messaging apps with children' and associates him with being on the side of predators. This is a strongly negative characterisation of Reform/Farage.	1	-1.0
2203	Labour is speaking/judging Reform. The sentence says Reform MPs voted against a bill tackling antisocial behaviour, shoplifting, violence against women and girls, knife crime, and child abuse. This is a negative framing of Reform's actions and positions by a third party.	1	-1.0
